"id","wid_15","wid_in_13","eq2_15","eqd1a_15","eqd2_15","eqd3_15","eqd4_15","eqd5_15","eqd6_15","eqd7_15","eqd8_15","eqd9_15","eqd10_15","eqd11_15","eqd12_15","eqd13_15","eqd14_15","eqe1_15","eqe2_15","eqe3_15","eqe4_15","eqe5_15","eqe6_15","eqe7_15","eqe8_15","eqe8a_15","eqe9_15","eqe9a_15","eqe10_15","eqe10a_15","eqe11_15","eqe12_15","eqe13_15","eqf1a_15","eqf1b_15","eqf1c_15","eqf2_15","eqf3_15","eqf4_15","eqg1a_15","eqg1b_15","eqg2a_15","eqg2b_15","eqg3a1_15","eqg3a2_15","eqg3b1_15","eqg3b2_15","eqg3c1_15","eqg3c2_15","eqg4_15","eqg5a_15","eqg5b_15","eqg6_15","eqg7_15","eqg8_15","eqg9a_15","eqg9b_15","eqg9c_15","eqg9d_15","eqg9e_15","eqg9f_15","eqg9g_15","eqg9h_15","eqg9i_15","eqg10a_15","eqg10b_15","eqg11_15","eqg12_15","eqg13_15","eqg14_15","eqh1_15","eqh2_15","eqi1_15","eqi2_15","eqi3_15","eqi4_15","eqi5_15","eqi6_15","eqi7_15","eqi8_15","eqj1a_15","eqj1ba_15","eqj1bb_15","eqj1bc_15","eqj1bd_15","eqj1be_15","eqj1bf_15","eqj1bg_15","eqk1a_15","eqk1b_15","eqk1c_15","eqk1d_15","eqk1f_15","eqk1e_15","eqk2a_15","eqk2b_15","eqk2c_15","eqk2d_15","eqk2e_15","eqk2f_15"
3635,2,2,"Phu Tho",2,"Production Worker","Member of Owners HH","Male",1991,"Yes","No",2010,"Yes",,"Yes","Married",0,"Kinh","High school",,,7,"Manufacturing and Construction",2,"Manufacturing and Construction",1,100,0,,1,70,"No","No",,"Did not work",,,5,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,"No","No","I prefer to save up myself","No","No",,,"None of the above",,,,,,,,,"No",,,,,,,,"Yes","Yes","Yes","No","No","Yes","No","semi-permanent house",110,5,2010,
3666,1,9,"Phu Tho",9,"Production Worker","Member of Owners HH","Female",1973,"Yes","No",2010,"Yes",,"Yes","Married",2,"Kinh","Secondary school",,,,"Manufacturing and Construction",,"Agriculture",0,,0,,0,,"Don't know","No",,"Production Worker","Other","Agriculture",3,"More than sufficient","Other",,,3,8,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","Other","No","No",,,"None of the above",,,,,,,,,"No",,,,,,,,"No","Yes","Yes","No","Yes","Yes","Yes","Permanent self-contained house",180,20,1995,2014
3676,1,9,"Phu Tho",9,"Production Worker","Member of Owners HH","Male",1997,"Yes","No",2015,"Yes",,"Yes","Not married",0,"Kinh","High school",,,3,"Manufacturing and Construction",3,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Did not work",,,0,,,,,5,4,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","Yes","Not necessary at moment","No","Yes","Yes",,"None of the above",,,,,,,,,"No","Second most important",,"Third most important",,"Most important",,,"Yes","Yes","Yes","No","Yes","Yes","Yes","semi-permanent house",80,16,1999,
3687,1,9,"Phu Tho",9,"Production Worker","Other","Male",1981,"Yes","No",2013,"Yes",,"Yes","Not married",0,"Kinh","Secondary school",,,3,"Agriculture",3,"Agriculture",0,,0,,0,,"Don't know","No",,"Production Worker","Other","Agriculture",,"Not sufficient","Better salary","Time rate","Cash",5,8,"Day",100,"Day",180,,,"Yes","Same","No","Yes",300,"No","No","No","No","No","No","No","No","No","No","No","No","I prefer to save up myself","No","No",,"Relative working in firm","None of the above",,,,,,,,,,"Most important","Second most important",,,,,,"Yes","Yes","Yes","No","No","Yes","Yes","semi-permanent house",50,15,2000,
3689,1,1,"Phu Tho",1,"Office Worker","Member of Owners HH","Female",1971,"Yes","No",1994,"Yes",,"Yes","Married",2,"Kinh","High school",,,4,"Manufacturing and Construction",4,"Manufacturing and Construction",1,300,0,,1,20,"No","Yes","Yes","Did not work",,,21,,,,,4,6,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No","No",,,"None of the above",,,,,,,,,"No",,,,,,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",220,8,2006,
3689,2,2,"Phu Tho",2,"Production Worker","Relative of owner, but not living in the same HH","Male",1992,"No","No",2012,"Yes",,"Yes","Married",1,"Kinh","High school",,,4,"Manufacturing and Construction",4,"Manufacturing and Construction",1,10,0,,1,15,"No","Yes","Yes","Production Worker","Private firm","Manufacturing and Construction",5,"Sufficient","Closer to home","Time rate","Cash",5,8,"Month",5000,"Month",5000,"Month",5000,"No","Higher","Yes","Yes",100,"No","No","No","No","No","No","No","No","No","No","No","No","Too expensive","No","No",,"Owner, who is a relative","None of the above",,,,,,,,,"No",,,,,,,,"Yes","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",200,8,2006,
3689,3,3,"Phu Tho",3,"Production Worker","Other","Male",1985,"No","No",2012,"Yes",,"Yes","Married",2,"Kinh","High school",,,4,"Manufacturing and Construction",4,"Agriculture",1,7,0,,1,15,"No","No",,"Did not work",,,3,,,"Time rate","Cash",5,8,"Month",5000,"Month",2500,"Month",5000,"No","Higher","Yes","Yes",100,"No","No","No","No","No","No","No","No","No","No","No","No","Too expensive","No","No",,"Friend/acquaintance working in firm","None of the above",,,,,,,,,"No",,,,,,,,"Yes","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",150,3,2012,
3702,1,9,"Nghe An",9,"Production Worker","Other","Male",1980,"Yes","Yes",2014,"Yes",,"Yes","Married",1,"Kinh","Technical level without certificate",,,5,"Manufacturing and Construction",4,"Services",1,30,0,,1,30,"Yes after on-the-job training","No",,"Production Worker","Private firm","Manufacturing and Construction",3,"Sufficient","Better working condition","Combined","Cash",6,8,"Month",2000,"Month",1800,,,"Yes","Same","No","Yes",50,"No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Other","Yes","Yes","Yes","Relative working in firm","Interview","Yes",2014,"No",,"Secures that employer pays social benifits","No","No",,"Yes",,"Third most important","Second most important",,"Most important",,,"No","Yes","Yes","No","Yes","Yes","Yes","semi-permanent house",100,7,2008,
3702,2,9,"Nghe An",9,"Production Worker","Other","Male",1982,"Yes","Yes",2015,"Yes",,"Yes","Married",1,"Kinh","Vocational secondary",4051,2004,5,"Services",5,"Services",1,30,0,,1,30,"Yes after on-the-job training","No",,"Production Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Closer to home","Combined","Cash",6,8,"Month",2000,"Month",1800,,,"Yes",,"No","Yes",50,"No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Other","Yes","Yes","Yes","Friend/acquaintance working in firm","Interview","Yes",2015,"No",,"Secures that employer pays social benifits","No","No",,"Yes",,"Third most important","Second most important",,"Most important",,,"No","Yes","Yes","No","Yes","Yes","Yes","Unsettled house and other",80,14,2001,
3708,2,9,"Nghe An",9,"Production Worker","Other","Male",1992,"Yes","No",2014,"Yes",,"Yes","Not married",0,"Kinh","Technical level without certificate",,,4,"Services",4,"Services",1,30,0,,1,30,"Yes after off-the-job training","No",,"Did not work",,,1,,,"Time rate","Cash",6,10,"Month",3000,"Month",3000,,,"Yes","Same","Yes","No",,"No","No",,"No","No","No","No","No","No","No","No","No","I prefer to save up myself","Yes","No",,"Through door to door visits","On-the-job test (carried out by experienced worker)","No",,,,,,"No",,"No",,,"Second most important","Third most important","Most important",,,"No","Yes","Yes","No","Yes","Yes","Yes","Unsettled house and other",100,10,2005,
3708,1,9,"Nghe An",9,"Production Worker","Other","Male",1990,"Yes","No",2013,"Yes",,"Yes","Not married",0,"Kinh","Technical level without certificate",,,9,"Manufacturing and Construction",4,"Services",1,30,0,,1,30,"Yes after off-the-job training","No",,"Did not work",,,2,,,"Time rate","Cash",6,10,"Month",3500,"Month",3000,,,"Yes","Same","Yes","No",,"No","No",,"No","No","No","No","No","No","No","No","No","I prefer to save up myself","Yes","No",,"Through door to door visits","On-the-job test (carried out by experienced worker)","No",,,,,,"No",,"No",,,"Second most important","Third most important","Most important",,,"Yes","Yes","Yes","No","Yes","Yes","Yes","semi-permanent house",120,7,2008,
3714,1,9,"Nghe An",9,"Production Worker","Other","Male",1976,"Yes","Yes",2004,"No","Rural","No","Married",2,"Kinh","Technical level without certificate",,,2,"Agriculture",1,"Agriculture",2,10,0,,0,,"No","No",,"Production Worker","Private firm","Services",10,"Sufficient","Better salary","Combined","Cash",5.5,8,"Month",12000,"Month",6000,,,"No","Higher","Yes","Yes",2000,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Not necessary at moment","Yes","Yes","Yes","Friend/acquaintance working in firm","Interview","Yes",2004,"Yes",720,"Secures that employer pays social benifits","No","No",,"Yes","Third most important",,"Most important","Second most important",,,,"Yes","Yes","Yes","Yes","No","Yes","No","semi-permanent house",60,15,2000,
3723,1,9,"Nghe An",9,"Production Worker","Other","Male",1972,"Yes","Yes",2013,"No","Rural","No","Married",2,"Kinh","University and higher",5234,2010,11,"Manufacturing and Construction",4,"Agriculture",0,,0,,10,1,"No","No",,"Production Worker","Private firm","Manufacturing and Construction",21,"Sufficient","Closer to home","Piece rate","Cash",6,8.5,"Month",6500,"Month",3000,,,"Yes","Higher",,"Yes",2000,"No","No","No","No","No","No","No","No","No","No","No","No","I prefer to save up myself","No","No",,"Relative working in firm","On-the-job test (carried out by experienced worker)","Yes",2015,"Yes",100,"Better and more stable wage","No","No",,"No",,,,,,,,"Yes","Yes","Yes","Yes","No","Yes","Yes","semi-permanent house",75,15,2000,2011
3749,2,9,"Nghe An",9,"Sales Worker","Other","Male",1979,"Yes","Yes",2008,"Yes",,"Yes","Married",2,"Kinh","Vocational secondary",4034,2002,4,"Manufacturing and Construction",4,"Services",0,,0,,0,,"Don't know","No",,"Sales Worker","Private firm","Manufacturing and Construction",6,"Sufficient","Better use of skills/experience","Time rate","Cash",6,8,"Month",3000,"Month",2500,,,"No","Same","No","Yes",50,"No","No",,"No","No","No","No","Yes","No","No","No","No","Other","No","No",,"Owner, who is a friend","Interview","No",,,,,,"No",,"No",,,,,,,,"Yes","Yes","Yes","Yes","No","Yes","Yes","semi-permanent house",100,20,1995,2012
3749,1,9,"Nghe An",9,"Production Worker","Other","Female",1988,"Yes","Yes",2008,"Yes",,"Yes","Married",2,"Kinh","Technical level without certificate",,,4,"Services",4,"Services",0,,0,,1,180,"Yes after informal training","No",,"Production Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Better working condition","Piece rate","Cash",6,8,"Month",3000,"Month",2500,,,"Yes","Same","No","Yes",50,"No","No","Yes","No","No","No","No","Yes","No","No","No","No","Other","Yes","Yes","Yes","Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)","No",,,,,,"No",,"No",,"Most important",,"Second most important","Third most important",,,"No","Yes","Yes","No","No","Yes","Yes","Unsettled house and other",60,4,2001,
3749,4,9,"Nghe An",9,"Production Worker","Other","Female",1980,"Yes","Yes",2001,"Yes",,"Yes","Married",2,"Kinh","Technical level without certificate",,,4,"Services",4,"Services",0,,0,,1,180,"Yes after informal training","No",,"Production Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Better working condition","Piece rate","Cash",6,8,"Month",3000,"Month",2500,,,"Yes","Same","No","Yes",50,"No","No","Yes","No","No","No","No","Yes","No","No","No","No","Other","Yes","Yes","Yes","Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)","No",,,,,,"No",,"No",,"Most important",,"Second most important","Third most important",,,"No","Yes","Yes","No","No","Yes","Yes","Unsettled house and other",70,10,2005,
3749,3,9,"Nghe An",9,"Office Worker","Other","Male",1971,"Yes","Yes",2001,"Yes",,"Yes","Married",2,"Kinh","Vocational secondary",4046,1994,4,"Manufacturing and Construction",4,"Services",0,,0,,0,,"Don't know","No",,"Office Worker","Private firm","Manufacturing and Construction",7,"Sufficient","Better use of skills/experience","Time rate","Cash",6,8,"Month",3000,"Month",2500,,,"No","Same","No","Yes",50,"No","No",,"No","No","No","No","Yes","No","No","No","No","Other","No","No",,"Owner, who is a friend","Interview","No",,,,,,"No",,"No",,,,,,,,"Yes","Yes","Yes","Yes","No","Yes","Yes","semi-permanent house",80,16,1999,2014
3761,1,9,"Nghe An",9,"Production Worker","Relative of owner, but not living in the same HH","Male",1966,"Yes","No",2000,"Yes",,"Yes","Married",2,"Kinh","High school",,,3,"Agriculture",3,"Agriculture",0,,0,,4,1,"Yes, after more than one of the stated training types","No",,"Office Worker","Private firm","Manufacturing and Construction",13,"Sufficient","Closer to home","Time rate","Cash",6,9,"Month",6000,"Month",2000,"Month",450,"No","Higher","Yes","Yes",1500,"Yes","No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No","Yes","Yes","Relative working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,,,,,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",100,16,1999,2009
3768,1,9,"Nghe An",9,"Production Worker","Other","Female",1978,"Yes","Yes",2012,"No","Rural","No","Married",2,"Kinh","Secondary school",,,3,"Agriculture",3,"Agriculture",12,1,0,,10,1,"No","No",,"Production Worker","Other","Agriculture",1,"Not sufficient","Better working condition","Combined","Cash",6,9,"Day",120,"Day",80,,,"No","Higher","Yes","Yes",500,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","Yes","No",,"Friend/acquaintance working in firm","Interview","No",,,,,,"No",,"No",,,,,,,,"Yes","Yes","Yes","No","No","Yes","Yes","semi-permanent house",60,15,2000,
3772,2,9,"Nghe An",9,"Production Worker","Relative of owner, but not living in the same HH","Male",1956,"Yes","No",2013,"No","Rural","No","Married",3,"Kinh","High school",,,2,"Agriculture",2,"Agriculture",0,,0,,0,,"Don't know","No",,"Production Worker","Other","Agriculture",10,"Sufficient","Better working condition","Piece rate","Cash",6,8,"Month",3500,"Month",3000,,,"No","Higher","Yes",,,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","Other","No","No",,"Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No","Third most important",,"Second most important",,"Most important",,,"No","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",70,7,2008,
3772,1,9,"Nghe An",9,"Production Worker","Relative of owner, but not living in the same HH","Male",1975,"Yes","No",2013,"No","Rural","No","Married",2,"Kinh","High school",,,4,"Agriculture",2,"Agriculture",0,,0,,0,,"Don't know","No",,"Production Worker","Other","Agriculture",5,"More than sufficient","Better working condition","Piece rate","Cash",7,8,"Month",3500,"Month",3000,,,"No","Higher","Yes",,,"Yes","No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No","No",,"Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No","Most important",,"Second most important",,"Third most important",,,"No","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",100,5,2010,
3773,2,9,"Nghe An",9,"Professional Worker","Other","Female",1974,"Yes","Yes",2012,"Yes",,"Yes","Married",2,"Kinh","University and higher",5234,2000,7,"Manufacturing and Construction",5,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Professional Worker (Requires Uni Degree)","Private firm","Manufacturing and Construction",1,"Sufficient","Better salary","Time rate","Cash",6,8,"Month",4000,"Month",3000,,,"No","Same",,"Yes",500,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Not necessary at moment","No",,,"Friend/acquaintance working in firm","Interview",,,,,,,,,"Yes","Third most important","Second most important",,,"Most important",,,"Yes","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",65,15,2000,2012
3773,1,9,"Nghe An",9,"Manager","Owner","Male",1975,"Yes","Yes",2009,"Yes",,"Yes","Married",2,"Kinh","University and higher",5234,1998,10,"Manufacturing and Construction",10,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Sales Worker","Private firm","Services",1,"Sufficient",,"Time rate","Cash",6,8,"Month",7000,"Month",5000,,,"No","Same",,"Yes",500,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Not necessary at moment","Yes",,,"Other","None of the above",,,,,,,,,"Yes","Second most important","Third most important","Most important",,,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","semi-permanent house",120,10,2005,
3786,1,7,"Nghe An",7,"Production Worker","Other","Male",1961,"Yes","Yes",2005,"Yes",,"Yes","Married",2,"Kinh","High school",,,4,"Manufacturing and Construction",3,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Production Worker","SOE","Manufacturing and Construction",30,"More than sufficient","Other","Time rate","Cash",4,8,"Month",7100,"Month",7000,,,"Yes","Higher","Yes","Yes",4000,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","No","No",,"Owner, who is a friend","None of the above","No",,,,,,"No",,"No",,,,,,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",300,15,2000,
3790,1,9,"Nghe An",9,"Production Worker","Other","Male",1996,"Yes","No",2013,"No","Rural","No","Not married",0,"Kinh","Secondary school",,,9,"Agriculture",9,"Agriculture",0,,0,,15,1,"No","No",,"Did not work",,,2,,,"Time rate","Cash",6,8.5,"Month",3500,"Month",3000,,,"No","Higher","Yes","Yes",500,"No","No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No","No",,"Relative working in firm","None of the above",,,,,,,,,"No",,,,,,,,"Yes","Yes","Yes","No","No","Yes","No","Permanent self-contained house",50,15,2000,2009
3802,4,9,"Nghe An",9,"Production Worker","Relative of owner, but not living in the same HH","Female",1996,"No","No",2014,"Yes",,"Yes","Not married",0,"Other","High school",,,1,"Agriculture",1,"Agriculture",0,,0,,0,,"Don't know","No",,"Did not work",,,1,,,"Piece rate","Cash",6,8,"Month",3500,"Month",3000,,,"No","Higher","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No","No",,"Friend/acquaintance working in firm","None of the above",,,,,,,,,"No","Second most important",,,"Most important","Third most important",,,"Yes","Yes","Yes","No","No","No","No","Permanent self-contained house",80,11,2004,
3802,1,1,"Nghe An",1,"Production Worker","Relative of owner, but not living in the same HH","Female",1980,"Yes","No",2000,"Yes",,"Yes","Married",1,"Kinh","High school",,,3,"Services",3,"Services",0,,0,,0,,"Don't know","No",,"Did not work",,,15,,,"Piece rate","Cash",6,8,"Month",3500,"Day",5,"Day",70,"No","Higher","Yes","No",,"Yes","No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No","No",,"Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No","Most important",,,"Second most important","Third most important",,,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",80,1,,
3802,2,2,"Nghe An",2,"Production Worker","Relative of owner, but not living in the same HH","Female",1996,"Yes","No",2004,"Yes",,"Yes","Not married",0,"Kinh","High school",,,1,"Agriculture",1,"Agriculture",0,,0,,0,,"Don't know","No",,"Did not work",,,11,,,"Piece rate","Cash",6,8,"Month",3500,"Month",3000,,,"No","Higher","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No","No",,"Friend/acquaintance working in firm","None of the above",,,,,,,,,"No","Third most important",,,"Second most important","Most important",,,"Yes","Yes","Yes","No","No","No","No","Permanent self-contained house",100,10,2005,
