"id","wid_07","eq1_07","eqd2_07","eqd3_07","eqd4_07","eqd5_07","eqd6_07","eqd7_07","eqd8_07","eqd9_07","eqd10_07","eqd11_07","eqe1_07","eqe2_07","eqe3_07","eqe4_07","eqe5_07","eqe7_07","eqe8_07","eqf1a_07","eqf1b_07","eqf1c_07","eqf2_07","eqf3_07","eqg1_07","eqg2a_07","eqg2b_07","eqg3a_07","eqg3b_07","eqg4_07","eqg5_07","eqg6_07","eqg7_07","eqg8a_07","eqg8b_07","eqg8c_07","eqg8d_07","eqg9_07","eqg10_07","eqg11_07","eqh1_07","eqh2_07","eqi1_07","eqi2_07","eqi3_07","eqi4_07","eqi5_07","eqi6_07","eqj1a_07","eqj1b_07","eqj1c_07","eqj1d_07","eqj1e_07","eqj1f_07","eqj1g_07","eqj2_07","eqj3_07","eqj4_07","eqk1a_07","eqk1b_07","eqk1c_07","eqk1d_07","eqk1e_07","eqk2a_07","eqk2b_07","eqk2c_07","eqk2d_07","eqk2e_07","eqk2f_07"
2527,6,"Phu Tho","Production Worker","Owner","Male",1971,"Yes",1994,"Yes","No","Urban","Married","High school",,,"No","Secondary school","Secondary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better for health","Other/Not paid",7,9,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,"Third most important",,,"Second most important","Most important",,,"No","No","Nothing","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",35,12,1995,2005
2540,6,"Phu Tho","Production Worker","Member of Owners HH","Female",1975,"Yes",1999,"Yes","No","Urban","Married","Secondary school",,,"No","None","None","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Time rate",6,5,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,"Most important",,"Second most important",,"Third most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",60,10,1999,2000
2565,4,"Phu Tho","Sales Worker","Member of Owners HH","Female",1975,"Yes",1997,"Yes","No","Urban","Married","Secondary school",,,"No","High school","Secondary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Other/Not paid",7,8,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,"Most important",,"Second most important",,"Third most important","No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",120,3,2004,
2565,6,"Phu Tho","Production Worker","Other","Male",1987,"Yes",2006,"No","No","Rural","Not married","Secondary school",,,"No","Secondary school","Secondary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Time rate",7,8.5,"Month",1200,1,"Yes",100,"Yes","No","No","No","No","No","No",,"Through door to door visits","None of the above",,,,,,,,,"Most important",,"Second most important",,,"No","No","Don't know","Yes","Yes","No","No","No","No",,,,,
2572,6,"Phu Tho","Production Worker","Other","Female",1984,"Yes",2003,"Yes","No","Urban","Not married","Primary school",,,"No","Secondary school","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better social benefits","Piece rate",3,10,"Day",700,2,"No",,"No","No","No","No","No","No","No",,"Relative working in firm","None of the above",,,,,,,"Most important",,,"Second most important","Third most important",,,"No","No","Laid off","No","No","Yes","No","Yes","No",,,,,
2573,1,"Phu Tho","Manager","Other","Male",1979,"Yes",1999,"Yes","No","Urban","Married","Technical worker/professional secondary",4052,2001,"No","Primary school","Primary school","Manufacturing and Construction","Sales Worker","Private firm","Manufacturing and Construction","Sufficient","Better salary","Time rate",7,8,"Month",2500,1,"Yes",500,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Owner, who is a friend","None of the above",,,,,,,"Most important","Third most important",,,"Second most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",100,2,2005,
2573,6,"Phu Tho","Production Worker","Other","Male",1976,"Yes",1999,"Yes","No","Urban","Not married","Secondary school",,,"No","Primary school","Primary school","Manufacturing and Construction","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better salary","Time rate",7,8,"Month",1400,1,"Yes",300,"Yes","Yes","No","Yes","No","Yes","Yes","Yes","Through door to door visits","None of the above",,,,,,,"Most important","Second most important",,,"Third most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
2573,4,"Phu Tho","Sales Worker","Other","Female",1985,"Yes",2005,"Yes","No","Urban","Not married","Technical worker/professional secondary",4034,2004,"No","Secondary school","Secondary school","Manufacturing and Construction","Did not work",,,,,"Time rate",7,8,"Month",1200,1,"Yes",200,"No","Yes","No","Yes","No","No","No",,"Friend/acquaintance working in firm","None of the above",,,,,,,,,,,,,,"No","No","Don't know","No","Yes","Yes","No","Yes","No",,,,,
2573,2,"Phu Tho","Professional Worker","Other","Female",1984,"Yes",2005,"Yes","No","Urban","Not married","College/University/post-graduate",5034,2004,"No","Secondary school","Secondary school","Manufacturing and Construction","Did not work",,,,,"Time rate",7,8,"Month",1500,1,"Yes",300,"Yes","Yes","No","Yes","No","No","No",,"Relative working in firm","Several of the above",,,,,,,,,,,,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
2582,4,"Long An","Sales Worker","Other","Male",1978,"Yes",2002,"Yes","No","Urban","Married","High school",,,"Yes","Primary school","Primary school","Services","Sales Worker","Other","Services","Sufficient","Better social benefits","Time rate",5,8,"Month",1500,2,"Yes",1500,"No","Yes","No","No","Yes","No","No",,"Friend/acquaintance working in firm","Interview","No",,,,,,"Most important",,,,"Second most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",50,7,2000,
2582,2,"Long An","Professional Worker","Other","Female",1962,"Yes",2002,"Yes","No","Urban","Married","College/University/post-graduate",5046,1986,"Yes","Secondary school","Primary school","Services","Professional Worker (Requires Uni Degree)","Government","Services","Sufficient","Better salary","Time rate",5,8,"Month",1000,2,"Yes",1000,"No","Yes","Yes","No","Yes","No","No",,"Owner, who is a relative","Interview","No",,,,,,,"Most important",,,,,,"No","Yes","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",70,19,1988,
2582,6,"Long An","Production Worker","Other","Male",1979,"Yes",2003,"Yes","No","Rural","Married","Primary school",,,"Yes","Secondary school","Secondary school","Agriculture","Production Worker","Other","Services","Sufficient","Better salary","Time rate",6,8,"Month",1560,1,"Yes",1560,"No","Yes","No","No","Yes","No","No",,"Owner, who is a friend","Interview","No",,,,,,"Most important",,"Second most important",,"Third most important",,,"No","Yes","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",85,25,1982,2005
2582,1,"Long An","Manager","Member of Owners HH","Male",1970,"Yes",2000,"No","Yes","Rural","Married","High school",,,"Yes","Primary school","Primary school","Services","Manager","Government","Services","More than sufficient","Better working condition","Time rate",5,8,"Month",,4,"Yes",,"No","No","No","No","Yes","Yes","No",,"Owner, who is a relative","None of the above","No",,,,,,,"Most important",,,,,,"No","Yes","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Villa",200,15,1992,
2582,3,"Long An","Office Worker","Other","Male",1974,"Yes",2000,"Yes","No","Urban","Married","Secondary school",,,"Yes","Primary school","Primary school","Services","Office Worker","Other","Agriculture","More than sufficient","Better working condition","Time rate",5,8,"Month",1500,2,"Yes",1500,"No","Yes","No","Yes","Yes","No","No",,"Owner, who is a relative","Interview","No",,,,,,,"Most important",,,,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",80,8,1999,
2582,5,"Long An","Service Worker","Other","Female",1956,"Yes",2002,"Yes","No","Urban","Not married","Primary school",,,"Yes","Primary school","Primary school","Services","Service Worker","Other","Services","Sufficient","Better salary","Time rate",5,8,"Month",700,2,"Yes",700,"No","Yes","No","No","Yes","No","No",,"Through employment agency","Interview","No",,,,,,"Most important","Second most important",,,"Third most important",,,"No","No","Don't know","No","No","No","No","No","Yes","semi-permanent house",50,15,1992,
2601,6,"Quang Nam","Production Worker","Other","Male",1968,"Yes",1992,"Yes","No","Urban","Married","High school",,,"No","Secondary school","Primary school","Agriculture","Production Worker","Private firm","Manufacturing and Construction","More than sufficient","Better salary","Time rate",5,8,"Month",1200,2,"Yes",150,"No","No","No","No","No","No","No",,"Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,,,"Most important",,,,,"No","No","Don't know","No","Yes","Yes","No","Yes","Yes","Permanent self-contained house",110,18,1989,2002
2606,4,"Quang Nam","Sales Worker","Other","Female",1972,"Yes",1993,"Yes","Yes","Urban","Married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Did not work",,,,,"Piece rate",7,8,"Month",1600,1,"Yes",1000,"No","No","No","No","No","No","No",,"Owner, who is a relative","None of the above",,,,,,,,,"Second most important",,"Most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
2606,6,"Quang Nam","Production Worker","Other","Female",1970,"Yes",1991,"Yes","No","Urban","Married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Did not work",,,,,"Piece rate",7,8,"Month",1200,2,"Yes",800,"No","No","No","No","No","No","Yes","Yes","Through door to door visits","None of the above",,,,,,,,,"Most important","Second most important","Third most important",,,"No","No","Don't know","No","Yes","No","No","Yes","No",,,,,
2607,1,"Quang Nam","Manager","Owner","Female",1957,"No",1993,"Yes","Yes","Urban","Married","High school",,,"No","Primary school","Primary school","Manufacturing and Construction","Office Worker","Government","Services","Sufficient","Closer to home","Other/Not paid",7,8,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,"Second most important",,"Most important",,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",125,30,1970,2004
2607,6,"Quang Nam","Production Worker","Other","Male",1989,"Yes",2006,"Yes","No","Urban","Not married","High school",,,"No","None","None","Agriculture","Did not work",,,,,"Piece rate",7,8,"Month",1500,2,"Yes",500,"No","No","No","No","No","No","Yes","Yes","Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,,"Third most important","Most important",,"Second most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
2610,6,"Quang Nam","Production Worker","Member of Owners HH","Male",1978,"No",2002,"Yes","Yes","Urban","Not married","Secondary school",,,"No","None","None","Services","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Closer to home","Other/Not paid",6,8,,,4,,,"No","No","No","No","No","No","Yes","Yes","Other","On-the-job test (carried out by experienced worker)",,,,,,,,,"Second most important","Most important",,"Third most important",,"No","No","Help related to medicine","Yes","Yes","Yes","No","Yes","No",,,,,
2612,6,"Quang Nam","Production Worker","Other","Male",1962,"Yes",1987,"Yes","No","Urban","Married","Secondary school",,,"No","None","Primary school","Agriculture","Production Worker","Other","Agriculture","Not sufficient","Better social benefits","Time rate",5,8,"Day",65,2,"Yes",100,"Yes","No","No","No","No","No","No",,"Owner, who is a relative","None of the above",,,,,,,"Most important","Third most important",,,"Second most important",,,"No","No","Laid off","Yes","Yes","Yes","No","Yes","No",,,,,
2618,1,"Quang Nam","Manager","Member of Owners HH","Male",1981,"Yes",2005,"Yes","No","Urban","Married","College/University/post-graduate",5221,2005,"Yes","Secondary school","Secondary school","Services","Did not work",,,,,"Other/Not paid",7,8,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,"Most important",,,"Second most important",,,"No","Yes","Don't know","Yes","Yes","Yes","Yes","Yes","No",,,,,
2618,6,"Quang Nam","Production Worker","Other","Male",1978,"Yes",1995,"Yes","No","Urban","Not married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Did not work",,,,,"Time rate",7,8,"Day",60,2,"Yes",1000,"No","No","No","No","No","No","No",,"Owner, who is a friend","None of the above",,,,,,,"Most important","Third most important",,,"Second most important",,,"No","Yes","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
2620,1,"Quang Nam","Manager","Member of Owners HH","Female",1958,"No",1999,"Yes","No","Urban","Married","Secondary school",,,"No","None","None","Agriculture","Service Worker","Government","Manufacturing and Construction","Sufficient","Better use of skills/experience","Other/Not paid",7,8,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,,,,,,"Yes","No","Laid off","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",100,27,1980,2000
2620,6,"Quang Nam","Production Worker","Other","Male",1968,"Yes",1999,"Yes","No","Urban","Married","Secondary school",,,"No","None","None","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better salary","Time rate",7,8,"Month",1200,1,"Yes",400,"No","No","No","No","No","No","Yes","Yes","Relative working in firm","None of the above",,,,,,,"Most important",,,,"Second most important",,,"Yes","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
2620,4,"Quang Nam","Sales Worker","Other","Female",1977,"Yes",1999,"Yes","No","Urban","Married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Sales Worker","Private firm","Services","Sufficient","Better salary","Time rate",4,8,"Month",1000,1,"Yes",400,"No","No","No","No","No","No","No",,"Relative working in firm","None of the above",,,,,,,,,"Most important",,,,,"Yes","No","Don't know","No","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",120,7,2000,
2620,3,"Quang Nam","Office Worker","Other","Female",1963,"Yes",2005,"Yes","No","Urban","Married","Technical worker/professional secondary",3634,1986,"No","Primary school","Primary school","Agriculture","Service Worker","Government","Manufacturing and Construction","Sufficient","Better for health","Time rate",3,8,"Month",600,2,"Yes",300,"No","No","No","No","No","No","No",,"Friend/acquaintance working in firm","None of the above",,,,,,,"Most important",,,,,,,"Yes","No","Don't know","No","Yes","Yes","No","Yes","No",,,,,
2621,6,"Quang Nam","Production Worker","Other","Male",1963,"Yes",2000,"No","Yes","Rural","Married","Technical certificate/Elementary worker",,,"Yes","Primary school","Primary school","Agriculture","Production Worker","Private firm","Manufacturing and Construction","More than sufficient","Better salary","Time rate",5,8,"Month",1500,1,"Yes",250,"No","Yes","No","No","No","No","No",,"Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,"Most important",,,,"Third most important","Second most important",,"No","No","Don't know","No","Yes","No","No","Yes","Yes","Permanent self-contained house",70,22,1985,1999
2625,6,"Quang Nam","Production Worker","Other","Male",1980,"Yes",2005,"Yes","No","Urban","Not married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Did not work",,,,,"Time rate",7,7,"Month",950,1,"Yes",200,"No","No","No","No","No","No","Yes","Yes","Through door to door visits","None of the above",,,,,,,,,"Most important",,"Second most important",,"Third most important","Yes","No","Don't know","No","No","Yes","No","Yes","No",,,,,
