id,wid_13,wid_in_11,eq2_13,eqd1a_13,eqd2_13,eqd3_13,eqd4_13,eqd5_13,eqd6_13,eqd7_13,eqd8_13,eqd9_13,eqd10_13,eqd11_13,eqd12_13,eqe1_13,eqe2_13,eqe3_13,eqe4_13,eqe5_13,eqe6_13,eqe7_13,eqe8_13,eqe8a_13,eqe9_13,eqe9a_13,eqe10_13,eqe10a_13,eqe11_13,eqe12_13,eqe13_13,eqf1a_13,eqf1b_13,eqf1c_13,eqf2_13,eqf3_13,eqf4_13,eqg1a_13,eqg1b_13,eqg2a_13,eqg2b_13,eqg3a1_13,eqg3a2_13,eqg3b1_13,eqg3b2_13,eqg3c1_13,eqg3c2_13,eqg4_13,eqg5a_13,eqg5b_13,eqg6_13,eqg7_13,eqg8_13,eqg9a_13,eqg9b_13,eqg9c_13,eqg9d_13,eqg9e_13,eqg9f_13,eqg9g_13,eqg9h_13,eqg9i_13,eqg10a_13,eqg10b_13,eqg11_13,eqg12_13,eqg13_13,eqg14_13,eqh1_13,eqh2_13,eqi1_13,eqi2_13,eqi3_13,eqi4_13,eqi5_13,eqi6_13,eqi7_13,eqi8_13,eqj1a_13,eqj1ba_13,eqj1bb_13,eqj1bc_13,eqj1bd_13,eqj1be_13,eqj1bf_13,eqj1bg_13,eqj2_13,eqj3_13,eqj4_13,eqk1a_13,eqk1b_13,eqk1c_13,eqk1d_13,eqk1e_13,eqk2a_13,eqk2b_13,eqk2c_13,eqk2d_13,eqk2e_13,eqk2f_13
2829,4,9,HCMC,9,Production Worker,Other,Male,1985,Yes,Yes,2010,Yes,,No,Not married,Vocational secondary,4051,2008,None,Agriculture,None,Agriculture,2,15,0,,0,,Yes after on-the-job training,Yes,Yes,Production Worker,Other,Manufacturing and Construction,4,Sufficient,Better salary,Time rate,Cash,6,8,Month,3780,Month,2250,Month,2100,Yes,Higher,Yes,Yes,5000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,No,,Friend/acquaintance working in firm,Interview,Yes,2010,Yes,50,More job security,No,No,,No,,,Most important,Second most important,Third most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,54,12,2001,2008
2829,2,9,HCMC,9,Office Worker,Other,Male,1970,Yes,Yes,2009,Yes,,Yes,Married,College,5146,1996,None,Agriculture,None,Agriculture,1,20,0,,0,,Yes after on-the-job training,Yes,Yes,Office Worker,Private firm,Manufacturing and Construction,7,Sufficient,Better salary,Time rate,Cash,6,8,Month,4200,Month,2500,Month,2300,Yes,Higher,Yes,Yes,7000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,No,,Relative working in firm,Interview,Yes,2009,Yes,60,More job security,No,No,,No,Second most important,,,,Most important,Third most important,,No,Yes,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,63,17,1996,2005
2829,1,1,HCMC,1,Manager,"Relative of owner, but not living in the same HH",Male,1959,Yes,Yes,1990,Yes,,Yes,Married,Vocational secondary,4051,1982,Primary school,Manufacturing and Construction,Primary school,Services,2,15,0,,0,,Yes after on-the-job training,Yes,Yes,Office Worker,Government,Services,10,More than sufficient,Closer to home,Time rate,Cash,6,8,Month,7000,Month,3000,Month,4500,Yes,Higher,Yes,Yes,10000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,No,,Friend/acquaintance working in firm,Interview,Yes,2000,Yes,70,More job security,No,No,,No,,Third most important,,,Most important,Second most important,,No,Yes,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,45,21,1992,2000
2830,2,2,HCMC,2,Professional Worker,Other,Female,1990,Yes,Yes,2010,Yes,,Yes,Married,College,4234,2008,None,Services,Primary school,Manufacturing and Construction,1,3,0,,0,,No,Yes,Yes,Office Worker,Private firm,Services,1,Sufficient,Better salary,Time rate,Cash,6,8,Month,4000,Month,2000,,,No,Same,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,No,,"Owner, who is a relative",Interview,Yes,2010,No,,Secures that employer pays social benifits,No,No,,Yes,Second most important,Third most important,,,,,,No,No,Don't know,No,No,Yes,No,Yes,No,Unsettled house and other,12,,,
2830,1,9,HCMC,9,Manager,Other,Female,1988,Yes,Yes,2011,Yes,,No,Not married,College,4290,2010,Primary school,Services,Primary school,Services,1,2,0,,0,,No,Yes,Yes,Professional Worker (Requires Uni Degree),Private firm,Services,2,Sufficient,Better working condition,Time rate,Cash,6,8,Month,4000,Month,3000,,,No,Same,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,No,No,,Friend/acquaintance working in firm,Interview,Yes,2011,No,,Secures that employer pays social benifits,No,No,,Yes,Second most important,Third most important,,,,,,No,No,Don't know,No,No,Yes,No,Yes,No,Unsettled house and other,10,,,
2830,6,6,HCMC,6,Production Worker,"Relative of owner, but not living in the same HH",Female,1967,Yes,Yes,2005,Yes,,Yes,Married,Technical level without certificate,,,None,Services,Primary school,Services,1,3,0,,0,,No,Yes,Yes,Production Worker,Private firm,Manufacturing and Construction,2,Sufficient,Better salary,Time rate,Cash,6,8,Month,4000,Month,2500,,,No,Same,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,No,,"Owner, who is a relative",Interview,Yes,2010,No,,Secures that employer pays social benifits,No,No,,Yes,Second most important,Third most important,,,,,,No,No,Don't know,No,No,Yes,No,Yes,No,Unsettled house and other,12,,,
2830,4,4,HCMC,4,Office Worker,"Relative of owner, but not living in the same HH",Female,1986,Yes,Yes,2010,Yes,,No,Married, Professional secondary,4251,2009,None,Agriculture,None,Agriculture,1,3,0,,0,,No,No,,Sales Worker,Private firm,Services,1,Sufficient,Better working condition,Time rate,Cash,6,8,Month,4000,Month,2000,,,No,Same,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,No,,"Owner, who is a friend",Interview,Yes,2010,No,,Secures that employer pays social benifits,No,No,,Yes,Second most important,Third most important,,,,,,No,No,Don't know,No,No,Yes,No,Yes,No,Unsettled house and other,12,,,
2830,5,5,HCMC,5,Production Worker,Member of Owners HH,Female,1965,Yes,Yes,2000,Yes,,Yes,Married,Technical level without certificate,,,None,Services,Primary school,Services,1,3,0,,0,,No,Yes,Yes,Production Worker,Private firm,Manufacturing and Construction,2,Sufficient,Better salary,Time rate,Cash,6,8,Month,4000,Month,2500,,,No,Same,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,No,,"Owner, who is a relative",Interview,Yes,2010,No,,Secures that employer pays social benifits,No,No,,Yes,Second most important,Third most important,,,,,,No,No,Don't know,No,No,Yes,No,Yes,No,Unsettled house and other,12,,,
2830,3,3,HCMC,3,Sales Worker,"Relative of owner, but not living in the same HH",Female,1988,Yes,Yes,2009,Yes,,No,Married, Professional secondary,4251,2009,None,Agriculture,None,Agriculture,1,3,0,,0,,No,Yes,No,Sales Worker,Private firm,Services,2,Sufficient,Better working condition,Time rate,Cash,6,8,Month,4000,Month,2000,,,No,Same,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,No,,"Owner, who is a friend",Interview,Yes,2010,No,,Secures that employer pays social benifits,No,No,,Yes,Second most important,Third most important,,,,,,No,No,Don't know,No,No,Yes,No,Yes,No,Unsettled house and other,12,,,
2843,1,9,HCMC,9,Production Worker,Other,Female,1976,Yes,No,2011,No,Rural,No,Married,High school,,,Primary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,15,Not sufficient,Better salary,Other/Not paid,Cash,6,8,Month,7000,Month,3600,Month,5000,No,Same,Yes,,,No,No,No,No,No,Yes,No,No,No,No,No,No,Other,No,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,Yes,Second most important,Most important,,,,,,No,No,Don't know,No,Yes,Yes,No,Yes,No,Pemanent non-contained house,15,3,,
2843,2,9,HCMC,9,Production Worker,Other,Male,1979,Yes,No,2011,No,Rural,No,Married,Secondary school,,,None,Agriculture,None,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,10,Not sufficient,Better salary,Other/Not paid,Cash,6,8,Month,6000,Month,3600,Month,5000,No,Same,Yes,,,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,No,No,,Relative working in firm,Interview,,,,,,,,,Yes,Second most important,Most important,Third most important,,,,,No,No,Don't know,No,Yes,Yes,No,Yes,No,Pemanent non-contained house,10,5,,
2902,1,9,Long An,9,Manager,Member of Owners HH,Male,1963,No,No,1990,Yes,,Yes,Married,Secondary school,,,Primary school,Agriculture,Primary school,Agriculture,2,15,0,,0,,No,No,,Did not work,,,,,,NA,9,6,4,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,Other,No,,,"Owner, who is a relative",None of the above,No,,,,,,,,Yes,Most important,Second most important,Third most important,,,,,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,Unsettled house and other,106,28,1985,
2918,1,1,Long An,1,Production Worker,Other,Male,1968,Yes,No,2005,Yes,,Yes,Married,Secondary school,,,Primary school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Production Worker,Other,Services,4,More than sufficient,Closer to home,Time rate,Cash,6,8,Month,3500,Week,600,,,No,Higher,Yes,Yes,200,Yes,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,None of the above,,,,,,,,,No,Third most important,,Most important,,,,Second most important,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,90,15,1998,2008
2918,2,2,Long An,2,Production Worker,Other,Male,1966,Yes,No,2010,Yes,,Yes,Married,Primary school,,,Primary school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Production Worker,Other,Services,4,More than sufficient,Closer to home,Time rate,Cash,6,8,Month,3500,Week,700,,,No,Higher,Yes,Yes,200,Yes,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,None of the above,,,,,,,,,No,Third most important,,Most important,,,,Second most important,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,100,18,1995,2006
2940,1,1,Long An,1,Production Worker,Member of Owners HH,Male,1989,Yes,No,2010,Yes,,No,Married,Technical level without certificate,,,Primary school,Agriculture,Primary school,Agriculture,1,10,0,,0,,Yes after on-the-job training,No,,Production Worker,Private firm,Agriculture,1,Sufficient,Better working condition,NA,9,6,7,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,Most important,,Second most important,,,,Third most important,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,120,10,2003,2010
2941,1,4,Long An,4,Production Worker,"Relative of owner, but not living in the same HH",Male,1985,Yes,No,2009,Yes,,Yes,Married,High school,,,Primary school,Manufacturing and Construction,None,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,6,Sufficient,Better salary,Piece rate,Cash,6,4.5,Month,4000,Month,2000,,,No,Higher,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,None of the above,,,,,,,,,No,,,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,60,6,2007,
2941,2,5,Long An,5,Production Worker,"Relative of owner, but not living in the same HH",Female,1940,Yes,No,1977,Yes,,Yes,Married,None,,,Primary school,Agriculture,None,Agriculture,0,,0,,0,,No,No,,Did not work,,,,,,Piece rate,Cash,6,5,Month,3000,Month,1000,,,No,Higher,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Most important,Second most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,100,53,1960,1993
2952,2,9,Long An,9,Professional Worker,Other,Female,1983,Yes,No,2011,Yes,,Yes,Not married,University and higher,5234,2008,High school,Services,Secondary school,Services,0,,0,,0,,Yes after on-the-job training,Yes,Yes,Professional Worker (Requires Uni Degree),Private firm,Services,3,Sufficient,Closer to home,Time rate,Cash,6,5,Month,2500,Month,2100,,,No,Higher,No,Yes,1500,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,I prefer to save up myself,No,No,,Friend/acquaintance working in firm,Several of the above,No,,,,,,,,Yes,,Third most important,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,,10,,
2952,3,9,Long An,9,Production Worker,Other,Male,1989,Yes,No,2011,Yes,,No,Married,Technical level without certificate,,,Secondary school,Manufacturing and Construction,Primary school,Services,0,,0,,0,,Yes after on-the-job training,No,,Did not work,,,,,,Piece rate,Cash,6,8,Month,3500,Month,2500,,,Yes,Higher,Yes,Yes,1500,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,I prefer to save up myself,Yes,Yes,Yes,Friend/acquaintance working in firm,Several of the above,No,,,,,,,,Yes,,Most important,Second most important,,Third most important,,,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,Unsettled house and other,,,,
2952,1,9,Long An,9,Manager,Member of Owners HH,Female,1960,Yes,No,2008,Yes,,Yes,Married, Professional secondary,4034,1982,High school,Services,Secondary school,Services,0,,0,,0,,Yes after on-the-job training,No,,Professional Worker (Requires Uni Degree),Private firm,Services,5,Sufficient,Closer to home,Time rate,Cash,6,8,Month,3000,Month,2100,,,No,Higher,No,Yes,1500,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Not necessary at moment,No,No,,"Owner, who is a friend",Several of the above,No,,,,,,,,Yes,,Third most important,Most important,,Second most important,,,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,Unsettled house and other,105,,,
2953,2,9,Long An,9,Production Worker,Other,Male,1979,Yes,No,2008,Yes,,No,Married,Technical level without certificate,,,None,Agriculture,None,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,10,Sufficient,Better salary,Piece rate,Cash,6,8,Month,5000,Month,4000,Month,3000,No,Higher,Yes,Yes,500,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,Second most important,,Third most important,,Most important,,,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,semi-permanent house,60,34,1979,
2953,1,2,Long An,2,Production Worker,Other,Male,1982,Yes,No,2005,Yes,,Yes,Married,Technical level without certificate,,,None,Services,High school,Services,0,,0,,0,,No,No,,Did not work,,,,,,Piece rate,Cash,6,8,Month,5000,Month,4000,Month,2000,No,Higher,Yes,Yes,500,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,On-the-job test (carried out by experienced worker),,,,,,,,,No,Third most important,,Second most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,100,31,1982,
2961,3,1,Quang Nam,1,Production Worker,Member of Owners HH,Female,1975,Yes,No,2009,Yes,,Yes,Married,Secondary school,,,Secondary school,Agriculture,Secondary school,Agriculture,0,,0,,0,,No,No,,Manager,Private firm,Agriculture,2,Sufficient,Other,NA,9,6,8,,,,,,,,9,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Second most important,Third most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,100,4,2009,
2961,1,2,Quang Nam,2,Manager,"Relative of owner, but not living in the same HH",Male,1966,Yes,No,2009,Yes,,Yes,Married,Technical level without certificate,,,Primary school,Agriculture,None,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Agriculture,8,Sufficient,Better use of skills/experience,Combined,Cash,6,8,Month,3000,Month,2500,Month,2000,No,Same,,Yes,500,No,No,No,No,No,Yes,No,No,No,No,No,No,Too expensive,No,No,,"Owner, who is a relative",On-the-job test (carried out by experienced worker),,,,,,,,,No,,Third most important,Most important,Second most important,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,102,13,2000,
2961,2,4,Quang Nam,4,Production Worker,Other,Male,1981,Yes,No,2009,Yes,,Yes,Married,Technical level without certificate,,,Primary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Agriculture,3,Sufficient,Better use of skills/experience,Combined,Cash,6,8,Month,3000,Month,2500,Month,2000,No,Same,,Yes,500,No,No,No,No,No,Yes,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,On-the-job test (carried out by experienced worker),,,,,,,,,No,,,Second most important,Third most important,Most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,100,7,2006,
2969,1,1,Long An,1,Production Worker,Member of Owners HH,Male,1984,No,No,2010,Yes,,Yes,Married,High school,,,Primary school,Agriculture,None,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,5,Sufficient,Closer to home,NA,9,6,6,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,Other,No,,,"Owner, who is a relative",Interview,,,,,,,,,No,,Most important,Second most important,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Unsettled house and other,40,33,1979,
2973,1,9,Long An,9,Production Worker,Other,Male,1983,Yes,No,2002,Yes,,Yes,Married,Secondary school,,,Secondary school,Agriculture,Primary school,Agriculture,0,,0,,1,15,Yes after on-the-job training,Yes,Yes,Did not work,,,,,,Time rate,Cash,6,8,Month,2800,Day,2500,,,No,Higher,Yes,Yes,500,Yes,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,Friend/acquaintance working in firm,Interview,,,,,,,,,No,,,Most important,Third most important,,Second most important,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,60,4,2009,2011
2975,2,9,Long An,9,Production Worker,Other,Male,1970,Yes,Yes,2011,Yes,,Yes,Married,High school,,,Primary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,3,Sufficient,Better working condition,Time rate,Cash,6,8,Month,3000,Month,2500,,,Yes,Same,,,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,Most important,Second most important,,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,70,4,2009,
2975,1,9,Long An,9,Production Worker,Other,Male,1985,Yes,Yes,2012,Yes,,Yes,Married,High school,,,Primary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,3,Sufficient,Better working condition,Time rate,Cash,6,8,Month,3000,Month,2500,,,Yes,Same,,,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,Most important,Third most important,Second most important,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,100,5,2008,
2980,1,9,Long An,9,Production Worker,Member of Owners HH,Female,1970,Yes,No,2007,Yes,,Yes,Married,Secondary school,,,Primary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Other,Agriculture,20,More than sufficient,Other,NA,9,6,9,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a friend",On-the-job test (carried out by experienced worker),,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,100,3,2010,2010
2984,1,9,Long An,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1993,Yes,No,2010,Yes,,Yes,Not married,Secondary school,,,Technical level without certificate,Agriculture,Primary school,Agriculture,1,6,0,,0,,Yes after on-the-job training,Yes,Yes,Did not work,,,,,,Time rate,Cash,7,5,Day,100,Day,80,,,No,Higher,Yes,Yes,500,Yes,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,No,Friend/acquaintance working in firm,Interview,,,,,,,,,No,,,Most important,Third most important,,Second most important,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,80,5,2008,2011
2989,2,9,Long An,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1972,Yes,No,2000,Yes,,Yes,Married,Secondary school,,,Primary school,Agriculture,None,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,10,Sufficient,Better salary,Piece rate,Cash,6,8,Month,3500,Month,2500,,,No,Same,Yes,Yes,2000,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,Most important,Second most important,,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,60,13,2000,
2989,1,2,Long An,2,Manager,Owner,Male,1960,Yes,No,1991,Yes,,Yes,Married,Primary school,,,Primary school,Manufacturing and Construction,Primary school,Services,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,25,Sufficient,Other,NA,9,6,8,,,,,,,,9,,,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,Second most important,Most important,,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,100,23,1990,2010
2991,1,9,Long An,9,Production Worker,Member of Owners HH,Female,1952,Yes,No,1990,Yes,,Yes,Not married,None,,,None,Agriculture,None,Agriculture,0,,0,,0,,No,No,,Production Worker,Other,Agriculture,10,Sufficient,Other,NA,9,6,8,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,Most important,,,Second most important,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,40,53,1957,1990
2997,1,9,Long An,9,Production Worker,Member of Owners HH,Male,1983,Yes,No,2004,Yes,,Yes,Married,High school,,,Secondary school,Services,Secondary school,Services,0,,0,,0,,No,No,,Did not work,,,,,,NA,9,7,6,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,No,,,,,,,,No,Most important,Second most important,,Third most important,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,150,8,2005,
2997,2,2,Long An,2,Production Worker,Member of Owners HH,Female,1962,Yes,No,1995,Yes,,Yes,Married,Secondary school,,,Primary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Agriculture,0,Not sufficient,Better for health,NA,9,7,6,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a friend",On-the-job test (carried out by experienced worker),No,,,,,,,,No,Most important,Second most important,,Third most important,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,150,8,2005,
